category,ProductFamily,nid,WebsitePosition,ProductId,Model,Price,Frame,Fork,Rims,Hubs,Spokes,Tires,Pedals,Crank,BottomBracket,Chain,RearCogs,FrontDerailleur,RearDerailleur,Shifters,Handlebar,Grips,Stem,Headset,Brakes,BrakeLevers,Saddle,Seatpost,Sizes,Weight,RearShock,CrankOption,Extras,Display,Battery,Charger,DriveUnit
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,11,166cfeff-0856-4736-95e1-e6a752d7c783,Synapse Carbon Disc 105,"$2,625","Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","Synapse Disc Asymmetric, BallisTec Carbon, SAVE, integrated crown race, 12x100mm thru-axle, size-specific design - 44-48: 1 1/8"" steerer, 60mm rake 51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake 56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","RD 2.0, 28h","Formula RX-512 12x100 front, RX-142 12x142 rear","Stainless Steel, 14g","Vittoria Zaffiro, 700 x 28c",Not Included,"Cannondale Si, BB30a w/ FSA rings, 50/34",Cannondale Alloy PressFit30,"Shimano HG601, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, braze-on",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","Synapse Si, 25mm Alloy top cap","Shimano 105 7070 hydro disc, 160/160mm RT56 rotors",Shimano 105 7020 hydro disc,"Fabric Scoop Shallow Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",9.4 kg / 20.7 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,12,3df7382b-c1ea-4edf-a091-c6f0f531e1d1,Synapse Carbon 105,"$2,100","Synapse, BallisTec Carbon, Di2 ready, SAVE, BB30a, rim brake","Synapse, SAVE, BallisTec Carbon, 1-1/8"" to 1-1/4"" tapered steerer",Fulcrum Racing Sport,Fulcrum Racing Sport,Fulcrum Racing Sport,"Vittoria Zaffiro, 700 x 25c",Not Included,"Cannondale Si, BB30a w/ FSA rings, 50/34",Cannondale BB30,"Shimano HG601, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, braze-on",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","Synapse Si, 25mm Alloy top cap",Shimano 105 7000,Shimano 105 7000,"Fabric Scoop Shallow Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",8.6 kg / 18.9 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,13,0c86c6db-1e1e-4a59-a4be-a8986d2d37e2,Synapse Hi-MOD Disc Dura-Ace Di2 [2018],"$10,000","NEW Synapse Disc Asymmetric, BallisTec Hi-MOD Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE, BallisTec  Hi-MOD Carbon, integrated crown race, 12x100mm thru-axle,size-specific design - 44-48: 1 1/8"" steerer, 60mm rake 51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake 56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","Cannondale HollowGram SL, Carbon Clincher Disc, 19mm inner, 35mm deep, tubeless ready","Cannondale HollowGram SL Disc, 100x12mm, 24h (F) / HollowGram by DT Swiss, 142x12mm, 28h (RR), Center-lock, straight-pull","DT Swiss Aerolite, straight pull",Vittoria Corsa 700x28c,Not included,"Cannondale HollowGram SiSL2, BB30a, w/ OPI SpideRing SL, 50/34",FSA BB30 Bearings,"Shimano HG901, 11-speed","Shimano R9100, 11-30, 11-speed",Shimano Dura-Ace Di2 9150,Shimano Dura-Ace Di2 9150,Shimano Dura-Ace Di2 9170 hydro disc,"ENVE Carbon Road Compact, 31.8mm","Cannondale Grip Bar Tape w/Gel, 3.5mm","ENVE Carbon Road, 31.8, 6 deg.","Synapse Si, 25mm carbon top cap","Shimano Dura-Ace 9170, hydro disc, flat mount, 160/140mm",Shimano Dura-Ace Di2 9170 hydro disc,"Fabric Scoop Shallow Pro, Carbon Rail","Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,14,0cf1c9d5-8852-4b6f-8e8e-ee50cf9b6cf6,Synapse Hi-MOD Disc RED eTap [2018],"$8,000","NEW Synapse Disc Asymmetric, BallisTec Hi-MOD Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Hi-MOD Carbon, integrated crown race, size-specific design.44-48: 1 1/8"" steerer, 60mm rake51-54: 1-1/8""- 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8""- 1-3/8"" tapered steerer, 45mm rake","Cannondale HollowGram Si, Carbon Clincher Disc, 19mm inner, 35mm deep, tubeless ready","Cannondale HollowGram Si Disc, straight-pull, 100x12mm, 24h (F), 142x12mm, 28h (RR), Center-lock","DT Swiss Aerolite, straight pull",Vittoria Corsa 700x28c,Not included,"SRAM RED, BB30a, 50/34",FSA BB30 Bearings,"SRAM PC1170, 11-speed","SRAM PG1170, 11-32, 11-speed",SRAM RED eTap,SRAM RED eTap WiFli,SRAM RED eTap HRD,Cannondale Escape Hanger Carbon Bar,"Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","Synapse Si, 25mm carbon top cap","SRAM RED hydro disc, 160/160mm",SRAM RED eTap HRD,"Fabric Scoop Shallow Pro, Carbon Rail","Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,15,000bf4f8-0869-474d-b1df-d73e944da14f,Synapse Hi-MOD Disc Dura-Ace [2018],"$6,500","NEW Synapse Disc Asymmetric, BallisTec Hi-MOD Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Hi-MOD Carbon, integrated crown race, size-specific design.44-48: 1 1/8"" steerer, 60mm rake51-54: 1-1/8""- 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8""- 1-3/8"" tapered steerer, 45mm rake","Cannondale HollowGram, Carbon Clincher Disc, 19mm inner, 35mm deep, tubeless ready","Cannondale HollowGram Disc, straight-pull, 100x12mm, 24h (F), 142x12mm, 28h (RR), Center-lock","Double butted, Stainless",Vittoria Corsa 700x28c,Not included,"Cannondale HollowGram Si, BB30a, w/ OPI SpideRing, 50/34",FSA BB30 Bearings,"Shimano HG701, 11-speed","Shimano Ultegra 6800, 11-28, 11-speed","Shimano Dura-Ace 9100, braze-on",Shimano Dura-Ace 9100,Shimano Dura-Ace 9120 hydro disc,Cannondale Escape Hanger Carbon,"Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","Synapse Si, 25mm carbon top cap","Shimano Dura-Ace 9170, hydro disc, flat mount, 160/140mm",Shimano Dura-Ace 9120 hydro disc,"Fabric Scoop Shallow Race, Ti Rail","Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,16,3bf6d6c0-fdc7-484c-88ea-d11e765aac8b,Synapse Carbon Disc RED eTap [2018],"$6,000","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","Fulcrum Racing 500 DB, Alloy Clincher, 17mm inner, 26mm deep","Fulcrum Racing 500 Disc, 17mm inner, Alloy Clincher 100x12mm front, 142x12mm rear","Fulcrum double butted, Stainless",Vittoria Rubino Pro 700x28c,Not included,Quarq Prime Carbon 50/34,FSA BB30 Bearings,"SRAM PC1170, 11-speed","SRAM PG1170, 11-32, 11-speed",SRAM RED eTap,SRAM RED eTap WiFli,SRAM RED eTap HRD,"Cannondale C1 Ultralight, 7050 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","Synapse Si, 25mm carbon top cap","SRAM RED hydro disc, flat mount, 160/160mm",SRAM RED eTap HRD,"Fabric Scoop Shallow Race, Ti Rail","Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,N/A,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,17,1bee2ef4-eb62-4e56-b12a-24a76faa962f,Synapse Carbon Disc Dura-Ace [2018],"$5,000","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","Fulcrum Racing 500 DB, Alloy Clincher, 17mm inner, 26mm deep","Fulcrum Racing 500 Disc, 17mm inner, Alloy Clincher 100x12mm front, 142x12mm rear","Fulcrum double butted, Stainless",Vittoria Rubino Pro 700x28c,Not included,"Cannondale HollowGram Si, BB30a, w/ OPI SpideRing, 50/34",FSA BB30 Bearings,"Shimano HG701, 11-speed","Shimano Ultegra R8000, 11-30, 11-speed","Shimano Dura-Ace 9100, braze-on",Shimano Dura-Ace 9100,Shimano Dura-Ace 9120 hydro disc,"Cannondale C1 Ultralight, 7050 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","Synapse Si, 25mm carbon top cap","Shimano Dura-Ace 9170 hydro disc, flat mount, 160/140mm",Shimano Dura-Ace 9120 hydro disc,"Fabric Scoop Shallow Race, Ti Rail","Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,18,6a37625d-4569-467f-852a-5391e5b4e24d,Synapse Carbon Disc Ultegra Di2 [2018],"$4,200","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake",Mavic Aksium Disc,"Mavic Aksium Disc, Centerlock, 100x12mm front, 142x12mm rear",Mavic Aksium,"Schwalbe Lugano, Folding, 700x28c (CE- Mavic Yksion Elite, Folding, 700x28c)",Not included,"Cannondale Si, BB30a, w/ FSA rings, 50/34",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano Ultegra R8000, 11-30, 11-speed","Shimano Ultegra Di2 R8050, braze-on",Shimano Ultegra Di2 R8050 SS,Shimano Ultegra Di2 R8070 hydro disc,"Cannondale C2 Compact, butted 2014 Alloy","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C2, 7050 Alloy, 31.8, 6 deg.","Synapse Si, 25mm carbon top cap","Shimano Ultegra R8070 hydro disc, flat mount, 160/160mm",Shimano Ultegra Di2 R8070 hydro disc,Selle Royal Seta S1,"Cannondale C2, UD Carbon, 25.4x350mm (48-56) 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,19,9598defe-8452-409e-b43b-8fc2091a2a63,Synapse Carbon Disc Ultegra SE [2018],"$3,500","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","WTB KOM i21 TCS 28-hole, tubeless ready","Formula CL-712 front, RXC-142 Rear","Double butted, Stainless steel, 2.0/1.8/2.0mm","WTB Exposure, 700x30c, tubeless ready, gumwall",Not included,"HollowGram Si, BB30a, w/ OPI SpideRing 50/34",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano Ultegra R8000, 11-34, 11-speed","Shimano Ultegra R8000, braze-on",Shimano Ultegra R8000 GS,Shimano Ultegra R8020 hydro disc,"Cannondale C1 Ultralight, 7050 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C1 Ultralight, 2014 Alloy, 31.8, 6 deg. w/ integrated Garmin Mount","Synapse Si, 25mm carbon top cap","Shimano Ultegra R8020 hydro disc, flat mount, 160/140mm",Shimano Ultegra R8020 hydro disc,Fabric Scoop Radius Elite,"Cannondale SAVE Carbon, 25.4x350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,20,303c39e8-761a-493d-9b08-2e6d02f0dbf6,Synapse Carbon Disc Ultegra [2018],"$3,000","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake",Mavic Aksium Disc,"Mavic Aksium Disc, Centerlock, 100x12mm front, 142x12mm rear",Mavic Aksium,"Schwalbe Lugano, Folding, 700x28c (CE- Mavic Yksion Elite, Folding, 700x28c)",Not included,"Cannondale Si, BB30a, w/ FSA rings, 50/34",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano Ultegra R8000, 11-32, 11-speed","Shimano Ultegra R8000, braze-on",Shimano Ultegra R8000 GS,Shimano Ultegra R8020 hydro disc,"Cannondale C3, butted 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","Synapse Si, 25mm carbon top cap","Shimano Ultegra R8020 hydro disc, flat mount, 160/140mm",Shimano Ultegra R8020 hydro disc,Selle Royal Seta S1,"Cannondale C3, 6061 Alloy, 25.4x350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,21,02a02ac4-eaef-4d63-af3d-82d9f992596d,Synapse Carbon Disc 105 [2018],"$2,500","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design.44-48: 1 1/8"" steerer, 60mm rake51-54: 1-1/8""- 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8""- 1-3/8"" tapered steerer, 45mm rake","RD 2.0 Disc, 28-hole","Formula CX20 100x12mm front, CX 22 142x12mm rear","Stainless Steel, 14g","Schwalbe Lugano, Folding, 700x28c",Not included,"Cannondale Si, BB30a, w/ FSA rings, 50/34",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano 105, 11-32, 11-speed","Shimano 105, braze-on",Shimano 105 GS,Shimano RS505 hydro disc,"Cannondale C3, butted 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","Synapse Si, 25mm carbon top cap","Shimano RS505 hydro disc, flat mount, 160/160mm",Shimano RS505 hydro disc,Selle Royal Seta S1,"Cannondale C3, 6061 Alloy, 25.4x350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,22,39b1f274-c863-4be2-99ae-2685c11e1112,Synapse Carbon Disc Apex 1 SE [2018],"$2,500","NEW Synapse Disc Asymmetric, BallisTec Carbon, Di2 ready, SAVE, BB30a, flat mount, 12mm thru axle","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Carbon, integrated crown race, size-specific design44-48: 1 1/8""  steerer, 60mm rake51-54: 1-1/8"" - 1-1/4"" tapered steerer, 55mm rake56-61: 1-1/8"" - 1-3/8"" tapered steerer, 45mm rake","WTB STP i19 TCS 28-hole, tubeless ready","Formula RX-512 Front, RX-142 Rear","Stainless steel, 14g","WTB Exposure, 700x30c, tubeless ready, gumwall",Not included,SRAM Apex 1 BB30a 44T X-Sync,FSA BB30A,"SRAM PC 1110, 11-speed","SRAM PG 1130, 11-42, 11-speed",NA,SRAM Apex 1 Long cage,SRAM Apex 1  HRD,"Cannondale C3, butted 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","Synapse Si, 1-1/4"" lower bearing, 25mm top cap","SRAM Apex 1 hydro disc, flat mount, 160/160mm",SRAM Apex 1 HRD,Fabric Scoop Radius Sport,"Cannondale C3, 6061 Alloy, 25.4x350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,23,73143bc8-f6e4-4d6c-b39d-776bee13335e,Synapse Carbon 105 [2018],"$2,000","Synapse, BallisTec Carbon, Di2 ready, SAVE, BB30a","Synapse SAVE, BallisTec Carbon, 1-1/8"" to 1-1/4"" tapered steerer","RS 2.0, 24-hole front, 28-hole rear","Formula RB-56 Front, RB-5711 Rear",Stainless Steel 14g,Schwalbe Lugano Folding 700x25c,Not included,"Cannondale Si, BB30a, FSA rings, 50/34",FSA BB30 Bearings,"Shimano HG601, 11-speed","Shimano 105, 11-32, 11-speed","Shimano 105, braze-on",Shimano 105 GS,Shimano 105,"Cannondale C3, butted 6061 Alloy, Compact","Cannondale Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","Synapse Si, 1-1/4"" lower bearing, 25mm top cap","Tektro R741, Dual Pivot, Cartridge pad",Shimano 105,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 25.4x350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,24,59ee03cc-5579-428c-be24-2df1af084fa7,Synapse Hi-Mod Disc A/M Frameset [2018],"$3,500","NEW Synapse Disc, BallisTec Hi-MOD Carbon, Di2 ready, SAVE PLUS, BB30a, flat mount, 12mm thru axle.","NEW Synapse Disc Asymmetric, SAVE PLUS, BallisTec Hi-MOD Carbon, integrated crown race, size-specific design. 44-48: 1 1/8"" steerer, 60mm rake 51-54: 1-1/8""- 1-1/4"" tapered steerer, 55mm rake 56-61: 1-1/8""- 1-3/8"" tapered steerer, 45mm rake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Synapse Si, 25mm carbon top cap",NA,NA,NA,NA,"48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,25,d33642fc-ba60-4012-8f71-3cedb7f617a9,Synapse Disc 105 SE,"$1,680","Synapse Disc Asymmetric, SmartForm C2 Alloy, SAVE, BB30, flat mount","Synapse Disc Asymmetric, SAVE, Full Carbon, 1-1/8"" - 1 1/4"" tapered steerer, flat mount, 55mm rake, 12x100 thru axle","WTB ST i19, 28h, tubeless ready","Formula RX-512 12x100 front, CX-22 QR rear","Stainless Steel, 14g","WTB Exposure TCS, 700 x 30c, tubeless ready",Wellgo w/ Clip and Strap,"Cannondale Si, BB30 w/ FSA rings, 48/32",Cannondale BB30,"KMC X11, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, braze-on",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Tektro Spyre-C cable actuated disc, 160/160mm",Shimano 105 7000,"Fabric Scoop Radius Sport, steel rails","Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",9.4 kg / 20.8 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,26,cff300a1-3987-4272-8d0b-0b32bcad7211,Synapse Disc 105,"$1,575","Synapse Disc Asymmetric, SmartForm C2 Alloy, SAVE, BB30, flat mount","Synapse Disc Asymmetric, SAVE, Full Carbon, 1-1/8"" - 1 1/4"" tapered steerer, flat mount, 55mm rake, 12x100 thru axle","RD 2.0, 24h front, 28h rear","Formula RX-512 12x100 front, CX-22 QR rear","Stainless Steel, 14g","Vittoria Zaffiro, 700 x 28c",Wellgo w/ Clip and Strap,"FSA Gossamer Alloy, BB30, 50/34",Cannondale BB30,"KMC X11, 11-speed","Shimano 105, 11-34, 11-speed","Shimano 105, braze-on",Shimano 105 GS,"Shimano 105, 2x11","Cannondale C3, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Tektro Spyre-C cable actuated disc, 160/160mm",Shimano 105 7000,Cannondale Stage Ergo,"Cannondale C3, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",9.9 kg / 21.8 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,27,4e7a0c8a-4ab7-4554-80ba-0f212e89bdae,Synapse Disc Tiagra,"$1,365","Synapse Disc Asymmetric, SmartForm C2 Alloy, SAVE, BB30, flat mount","Synapse Disc Asymmetric, SAVE, Full Carbon, 1-1/8"" - 1 1/4"" tapered steerer, flat mount, 55mm rake, 12x100 thru axle","RD 3.0, 28h","Formula, DC-1420 12x100 front, DC-1422 rear","Stainless Steel, 14g","Vittoria Zaffiro, 700 x 28c",Wellgo w/ Clip and Strap,"FSA Omega Alloy, 50/34",FSA MegaExo,"KMC X10, 10-speed","Shimano HG500, 11-34, 10-speed","Shimano Tiagra, braze-on",Shimano Tiagra GS,"Shimano Tiagra, 2x10","Cannondale C4, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 7-degree","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Promax Decoder R cable actuated disc, 160/160mm",Shimano Tiagra,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 25.4 x 350mm (44-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",10.3 kg / 22.7 lbs (56cm),NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,28,e3af8376-8f5c-4bbe-afaa-9c42fd32faf3,Synapse Disc Sora,"$1,100","Synapse Disc Asymmetric, SmartForm C2 Alloy, SAVE, BSA","Synapse Disc Asymmetric, SAVE, Full Carbon, 1-1/8"" - 1 1/4"" tapered steerer, flat mount, 55mm rake, 12x100 thru axle","RD Disc, 28h","Alloy, sealed loose ball bearing, 12x100 front, QR rear","Stainless Steel, 14g","Vittoria Zaffiro, 700 x 28c",Wellgo w/ Clip and Strap,"FSA Vero Alloy, 50/34",FSA Cartridge,"KMC Z9, 9-speed","Shimano HG400, 11-34, 9-speed","Shimano Sora, braze-on",Shimano Sora GS,"Shimano Sora, 2x9","Cannondale C4, 6061 Alloy, Compact","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C4, 6061 Alloy, 31.8, 6°","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","Promax Decoder R cable actuated disc, 160/160mm",Shimano Sora,Cannondale Stage Ergo,"Cannondale C4, 6061 Alloy, 25.4 x 350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
Road,Endurance Road,d785e3b8-7c0e-4145-9713-6023539b88fa,29,65c66a2d-2cbd-4529-9a49-dc76fca46582,Synapse Disc 105 SE [2018],"$1,600","NEW Synapse Disc Asymmetric, SmartForm C2 Alloy, SAVE, BB30, flat mount","NEW Synapse Disc Asymmetric, SAVE, carbon blades, 1-1/8"" - 1 1/4"" tapered steerer, flat mount, 60mm rake (48, 51), 50mm rake (54-61)","WTB STP i19 TCS 28-hole, tubeless ready","Formula CX-20 Front, CX-22 Rear","Stainless steel, 14g","WTB Exposure, 700x30c, tubeless ready, gumwall",Wellgo w/ Clip and Strap,Cannondale Si w/ FSA rings 48/32,FSA BB30,"KMC X11EL, 11-speed","Shimano 105, 11-32, 11-speed","Shimano 105, braze-on",Shimano 105 GS,Shimano 105,"Cannondale C3 Compact, butted 6061 Alloy","Cannondale Grip Bar Tape w/Gel, 3.5mm","Cannondale C3, 6061 Alloy, 31.8, 6 deg.","FSA Integrated, 1-1/4"" lower bearing, 25mm top cap","TRP Spyre C cable disc, 160/160mm",Shimano 105,Fabric Scoop Radius Sport,"Cannondale C3, 6061 Alloy, 25.4x350mm (48-56), 400mm (58-61)","48, 51, 54, 56, 58, 61",NA,NA,NA,NA,NA,NA,NA,NA
